comment_id,comment_text,likes,sentiment,theme,timestamp,video_id,user_id
2453,Best video this is gold. (2452),8,0.346,Positive feedback / praise,2026-01-07 08:46:54.934340,vid_0hvi43pt,user_s1w9tq1a
2454,Can you break down the takeaway with a simple analogy?,4,0.025,Request for more explanation,2025-11-28 21:01:26.934340,vid_5p5aknjj,user_0xdcppoc
2455,I wish you explained the difference with context?,19,0.085,Request for more explanation,2026-01-22 21:18:06.934340,vid_mc6spshg,user_bdmr3aum
2456,Is this actually a real effect or just a theory?,46,-0.696,Skepticism / credibility concern,2025-11-29 18:21:27.934340,vid_y9xj8fhr,user_4se5lbv5
2457,Best video I've seen on this topic. (2456),5,0.533,Positive feedback / praise,2025-11-21 16:21:55.934340,vid_kldzcprx,user_pgslxz54
2458,Finally get it so much. (2457),12,0.615,Positive feedback / praise,2025-11-23 00:06:24.934340,vid_ifgdsla2,user_33u8asg6
2459,Amazing breakdown saved me hours. (2458),16,0.819,Positive feedback / praise,2025-11-25 22:27:47.934340,vid_er8yz7or,user_bcz0e91z
2460,Great explanation saved me hours. (2459),15,0.957,Positive feedback / praise,2025-12-14 09:11:08.934340,vid_mfme4kvf,user_rxfiorun
2461,It also depends on consistency is worth testing.,10,-0.347,General discussion,2025-11-20 05:44:57.934340,vid_qz24beya,user_ekmusn79
2462,I might be missing the difference between stages exactly means.,20,-0.134,Confusion about topic,2026-01-07 00:44:07.934340,vid_m460qxcd,user_40kvtjpl
2463,I wish you explained the method with a simple analogy? (2462),15,-0.088,Request for more explanation,2026-01-02 08:27:54.934340,vid_ac4k8agb,user_zq9ra08i
2464,Would you clarify the process with context?,2,0.22,Request for more explanation,2025-12-17 07:43:04.934340,vid_ptqe2pms,user_dsf0gnzo
2465,Really appreciate this simple and clear. (2464),23,0.334,Positive feedback / praise,2025-12-05 13:44:14.934340,vid_vrz23f42,user_qmex195d
2466,Can you break down this step with real examples?,24,0.284,Request for more explanation,2025-11-22 09:29:54.934340,vid_xzhwxson,user_4i8xvn8f
2467,So helpful thank you. (2466),4,0.727,Positive feedback / praise,2026-01-11 13:33:30.934340,vid_gdi8spo3,user_n708fofo
2468,Can you explain the method with real examples?,9,0.015,Request for more explanation,2026-02-15 09:54:18.934340,vid_a4l16934,user_z4oq0oeb
2469,Can you show the takeaway with a diagram?,19,-0.083,Request for more explanation,2026-02-04 04:01:01.934340,vid_nbbohwal,user_ql31xqpo
2470,This helped me I've seen on this topic. (2469),7,0.93,Positive feedback / praise,2025-12-30 23:38:45.934340,vid_1dvt9u6n,user_1hlx0noi
2471,This part is unclear: the formula at that timestamp.,29,-0.203,Confusion about topic,2026-02-11 02:52:34.934340,vid_0rggp0cj,user_xvgxwot0
2472,Super clear so much. (2471),122,0.592,Positive feedback / praise,2026-01-22 19:13:00.934340,vid_fne1fux3,user_2ehnurgs
2473,I wish you explained the takeaway with real examples? (2472),4,-0.014,Request for more explanation,2026-01-27 18:30:06.934340,vid_u4xydr4x,user_5wjzh9ys
2474,I wish you explained that concept with a quick demo?,2,-0.071,Request for more explanation,2025-11-21 19:48:52.934340,vid_lfet3k2n,user_mi96avo8
2475,Really appreciate this you made it click. (2474),13,0.712,Positive feedback / praise,2026-01-30 02:40:43.934340,vid_74q9my33,user_xtorsupg
2476,"For anyone curious, diet is what worked for me.",20,0.14,General discussion,2025-11-20 18:11:29.934340,vid_8m138f5j,user_21wb0elb
2477,Do we have accurate because I can't find it.,7,-0.405,Skepticism / credibility concern,2026-01-21 09:14:01.934340,vid_2mlnkuv8,user_2gjs2ue5
2478,I'm confused about the formula you said.,45,-0.054,Confusion about topic,2026-02-12 15:52:40.934340,vid_wxsqgu5g,user_7a5w4nck
2479,Do we have real because I can't find it.,2,-0.444,Skepticism / credibility concern,2025-12-22 01:12:21.934340,vid_eb6elmfk,user_gul0b0y1
2480,Still unsure about the example step by step?,19,0.26,Request for more explanation,2025-11-30 08:28:46.934340,vid_yc5et0ss,user_cceolmrx
2481,Is this verified for everyone?,5,-0.707,Skepticism / credibility concern,2026-01-19 05:22:34.934340,vid_y8dao5ox,user_ureqq2xo
2482,I'm confused about the example at that timestamp.,60,-0.194,Confusion about topic,2025-12-07 14:46:41.934340,vid_lck2op4e,user_v3yo739q
2483,What does the example right there.,81,-0.037,Confusion about topic,2026-01-17 10:20:06.934340,vid_64mxu8ni,user_aknwkvwg
2484,Finally get it you nailed it. (2483),4,0.528,Positive feedback / praise,2025-11-19 18:27:52.934340,vid_hjupevmy,user_na2ya9pl
2485,Love this you nailed it. (2484),5,0.74,Positive feedback / praise,2025-11-21 03:13:36.934340,vid_2en6zg8k,user_x5w5kpwz
2486,It also depends on diet matters more than I expected.,23,0.037,General discussion,2025-12-30 14:49:36.934340,vid_pxmxsqh9,user_g0uoo5k4
2487,I don't understand the example right there.,6,-0.271,Confusion about topic,2025-12-25 17:33:13.934340,vid_ug0pc7hz,user_p76zleei
2488,Could you walk through the takeaway with context?,9,0.097,Request for more explanation,2025-12-09 02:58:42.934340,vid_n540wsp0,user_rfu92gge
2489,Would you clarify the last part with context?,9,0.061,Request for more explanation,2026-02-15 19:47:10.934340,vid_aj77c69q,user_qoek60kf
2490,So helpful saved me hours. (2489),1,0.849,Positive feedback / praise,2026-01-22 06:20:35.934340,vid_fsk9ap0o,user_jpe4lgme
2491,I'm skeptical supported by research because I can't find it.,9,-0.485,Skepticism / credibility concern,2025-12-22 20:43:30.934340,vid_5yxbp7fc,user_8xeu19v6
2492,Not sure this replicable for most people?,4,-0.7,Skepticism / credibility concern,2025-11-27 05:21:27.934340,vid_z7sh630l,user_gol5tj6w
2493,I might be missing REM vs deep sleep for beginners.,5,-0.149,Confusion about topic,2025-12-31 07:30:53.934340,vid_uc60c1ws,user_myzz18ee
2494,Has this been scientifically proven beyond anecdotes?,44,-0.795,Skepticism / credibility concern,2025-12-09 06:58:06.934340,vid_mhpb1hka,user_61yqhb53
2495,Would you clarify the logic with real examples?,2,-0.071,Request for more explanation,2026-01-22 21:53:31.934340,vid_4hrait2m,user_23kzrd9k
2496,"For anyone curious, diet can vary a lot.",22,0.429,General discussion,2026-01-10 12:35:46.934340,vid_jxi5w1vh,user_9w1asglo
2497,What does the example in this context.,7,-0.262,Confusion about topic,2026-01-26 02:13:33.934340,vid_qxo9slps,user_xxiymy8i
2498,This helped me keep these coming. (2497),7,0.825,Positive feedback / praise,2026-01-24 22:36:34.934340,vid_19wgxokr,user_b67x3ige
2499,Still confused about the term you used for beginners.,22,-0.124,Confusion about topic,2025-12-14 00:35:30.934340,vid_j0cdbjg5,user_g44kxuxc
2500,Love this you made it click. (2499),13,0.69,Positive feedback / praise,2025-12-31 03:27:27.934340,vid_7bd1wism,user_vx0432lu
2501,I tried this and exercise seems underrated.,17,-0.411,General discussion,2025-12-24 18:46:30.934340,vid_jabfha1n,user_2hgfmijc
2502,I wish you explained this step in another video?,26,0.232,Request for more explanation,2025-12-07 19:18:59.934340,vid_zskizlw0,user_725tbj1u
2503,I wish you explained the takeaway a bit more slowly?,6,0.143,Request for more explanation,2026-01-31 23:04:40.934340,vid_0n25a6q8,user_rg6pi334
2504,Can you show that concept with context? (2503),5,0.117,Request for more explanation,2025-12-04 19:39:08.934340,vid_mglj9e6i,user_a39rgsgz
2505,Super clear keep these coming. (2504),3,0.708,Positive feedback / praise,2026-02-16 16:54:06.934340,vid_b204zgn6,user_tetljnpg
2506,Can you show the takeaway with a simple analogy? (2505),4,0.28,Request for more explanation,2025-12-19 23:18:03.934340,vid_5oxauzu9,user_l9wgazyr
2507,Best video keep these coming. (2506),231,0.716,Positive feedback / praise,2026-02-11 23:20:27.934340,vid_mw2wotcy,user_89gapas0
2508,I'm confused about REM vs deep sleep in the video.,35,-0.351,Confusion about topic,2026-01-06 07:12:19.934340,vid_pjbqslf4,user_iltxljqw
2509,What does the transition right there.,2,-0.056,Confusion about topic,2026-02-10 06:10:05.934340,vid_txgo1dkc,user_zcthxs8a
2510,Is there proof replicable for everyone?,2,-0.402,Skepticism / credibility concern,2025-11-30 17:58:21.934340,vid_q4l3ku5v,user_2vpzl5i0
2511,I'm skeptical verified in practice?,15,-0.72,Skepticism / credibility concern,2025-12-16 08:05:12.934340,vid_cnrxzrg3,user_16g8w37l
2512,"Wait, what is the transition at that timestamp.",16,-0.265,Confusion about topic,2025-12-08 15:53:59.934340,vid_uchm6yp8,user_teztq3z8
2513,Please explain the example step by step? (2512),17,0.047,Request for more explanation,2026-02-07 17:21:51.934340,vid_rwbw1xhv,user_9lowfo1y
2514,What does the transition is supposed to mean.,7,-0.029,Confusion about topic,2025-12-11 20:55:43.934340,vid_nwyc83is,user_o9zf06rj
2515,Would you clarify this step in another video? (2514),8,-0.059,Request for more explanation,2026-01-24 09:58:57.934340,vid_otu4u0vi,user_zpyytasd
2516,Not sure what the transition in the video.,13,-0.298,Confusion about topic,2026-02-08 10:32:44.934340,vid_tjbbq4ox,user_v3wmux61
2517,It also depends on diet is what worked for me.,10,0.474,General discussion,2026-01-27 13:47:37.934340,vid_v8yg4jdv,user_ifu6gbdc
2518,I need more detail on this step step by step?,1,0.185,Request for more explanation,2025-12-09 09:23:03.934340,vid_dwyg4vdi,user_lhz9vlqt
2519,What does the definition in practice.,7,-0.385,Confusion about topic,2025-12-28 01:35:22.934340,vid_48m0kxan,user_nbagjwrp
2520,This part is unclear: the point here in practice.,4,-0.36,Confusion about topic,2026-01-03 20:53:01.934340,vid_z95cte65,user_5b8257ag
2521,Can you explain the method in another video?,11,0.129,Request for more explanation,2026-01-20 16:51:13.934340,vid_i0m2aj0t,user_yhcwz0b2
2522,So helpful saved me hours. (2521),241,0.933,Positive feedback / praise,2026-01-05 15:48:03.934340,vid_j1zhzr9m,user_g3qcxzn3
2523,I need more detail on the takeaway in plain language?,14,0.166,Request for more explanation,2026-01-10 20:59:01.934340,vid_682lw1xy,user_mewoal2t
2524,Is there proof real in practice?,6,-0.559,Skepticism / credibility concern,2025-11-29 09:37:20.934340,vid_lnklooaf,user_dwcbyu97
2525,Still unsure about the logic in plain language? (2524),25,0.008,Request for more explanation,2025-12-18 08:29:58.934340,vid_zdy5ddp9,user_s2ow8ywr
2526,Could you walk through the main idea with context?,15,-0.097,Request for more explanation,2025-11-26 04:37:00.934340,vid_sjh4rmz9,user_99s4o53i
2527,Would you clarify the example in another video?,14,0.154,Request for more explanation,2026-02-02 16:20:22.934340,vid_t33sbfoi,user_34uz3xqb
2528,In my experience screen time is tricky to optimize.,18,0.212,General discussion,2025-12-21 20:11:11.934340,vid_xhwoc06a,user_jcp2im7h
2529,Best video keep these coming. (2528),87,0.842,Positive feedback / praise,2025-11-26 06:35:34.934340,vid_bwnkhvlt,user_9m3xflkc
2530,"Wait, what is the formula exactly means.",3,-0.244,Confusion about topic,2025-11-29 20:03:35.934340,vid_at5d8rk0,user_g6datjt3
2531,Can you break down the difference with a simple analogy?,15,0.279,Request for more explanation,2026-02-11 17:15:08.934340,vid_q1fia793,user_73evvfqm
2532,Exactly what I needed I've seen on this topic. (2531),3,0.362,Positive feedback / praise,2025-12-31 00:48:33.934340,vid_vopwc3qs,user_uem3chw9
2533,I need more detail on the example with numbers?,17,-0.067,Request for more explanation,2025-12-29 19:35:42.934340,vid_mxjjdq1c,user_trfjw4d3
2534,Would you clarify the method with a diagram?,3,0.081,Request for more explanation,2025-12-09 18:38:23.934340,vid_pfchmeqv,user_glhqneg4
2535,Could you walk through the last part step by step?,6,-0.061,Request for more explanation,2026-02-13 10:07:07.934340,vid_c71s9622,user_4dwsm2hk
2536,Has this been validated or just a theory?,7,-0.672,Skepticism / credibility concern,2025-12-31 10:12:42.934340,vid_o2k3upek,user_0ipph8un
2537,In my experience exercise made a big difference.,26,0.187,General discussion,2025-12-13 12:42:53.934340,vid_cb5e0fnv,user_9wik8szv
2538,Would you clarify the last part step by step?,25,0.211,Request for more explanation,2025-12-17 03:20:26.934340,vid_dhf0xdkq,user_cin35ukc
2539,Could you expand on the last part with a quick demo?,2,0.053,Request for more explanation,2026-01-10 05:12:56.934340,vid_zu3ct96e,user_ovrdx2tx
2540,Still unsure about the main idea with numbers?,10,-0.095,Request for more explanation,2026-01-23 17:16:29.934340,vid_9ss7dc6j,user_ab2rbkb3
2541,Could you expand on the process with real examples?,4,0.193,Request for more explanation,2025-12-14 01:56:20.934340,vid_aeo2neiw,user_vp2n5nej
2542,Can you show the process with numbers?,2,-0.057,Request for more explanation,2026-02-04 22:50:33.934340,vid_seyhphdx,user_y9dnqmuc
2543,Super clear thank you. (2542),7,0.971,Positive feedback / praise,2025-12-10 09:31:25.934340,vid_x9uhexd6,user_rwmcsci2
2544,I'm confused about the key step at that timestamp.,6,-0.191,Confusion about topic,2026-02-16 06:06:40.934340,vid_38yvualr,user_ps436glx
2545,Great explanation saved me hours. (2544),130,0.891,Positive feedback / praise,2026-02-08 21:15:46.934340,vid_668so4vr,user_r49x2ph5
2546,Super clear so much. (2545),15,0.526,Positive feedback / praise,2025-11-23 06:01:02.934340,vid_ot1bgddz,user_c7aqtgaz
2547,In my experience habits made a big difference.,2,-0.113,General discussion,2026-01-20 13:29:32.934340,vid_hxeohdvh,user_lzd22hwf
2548,This reminds me of habits is tricky to optimize.,5,0.183,General discussion,2026-02-03 21:27:08.934340,vid_rorukxu7,user_zpln1qvh
2549,Can you show the logic with a simple analogy?,28,0.132,Request for more explanation,2025-12-10 13:05:26.934340,vid_3n6ljmee,user_na9zpig5
2550,This part is unclear: the example exactly means.,90,-0.088,Confusion about topic,2025-11-27 02:18:41.934340,vid_1r0w22yk,user_cmhtb33x
2551,I don't understand the example in this context.,2,-0.344,Confusion about topic,2025-11-21 23:20:21.934340,vid_124xv7qa,user_n2su243r
2552,I wish you explained this step step by step?,1,0.183,Request for more explanation,2026-02-13 12:13:02.934340,vid_p108b1j8,user_hxl0urz1
2553,This part is unclear: the formula you said.,71,-0.323,Confusion about topic,2026-01-06 03:33:28.934340,vid_cibwq6fo,user_p7xy6fb1
2554,Is this scientifically proven or just hype?,14,-0.583,Skepticism / credibility concern,2026-02-06 02:16:13.934340,vid_dnimqpmk,user_4t29hjkh
2555,Can you break down the last part with a quick demo?,3,-0.081,Request for more explanation,2026-02-10 22:27:24.934340,vid_5ildijvw,user_f029lcse
2556,Not sure this accurate or just a theory?,16,-0.457,Skepticism / credibility concern,2026-01-15 08:37:04.934340,vid_88nwknf0,user_4leehjst
2557,This part is unclear: REM vs deep sleep is supposed to mean. (2556),0,-0.236,Confusion about topic,2026-02-07 08:00:12.934340,vid_wpfwkr5c,user_34cart4s
2558,Still confused about the example you said.,9,-0.184,Confusion about topic,2026-01-18 19:31:12.934340,vid_wqdb50w5,user_6sxxsq36
2559,Can you show this step with real examples?,13,0.055,Request for more explanation,2025-12-26 14:48:33.934340,vid_254s3o9b,user_s2qm8vzn
2560,Please explain the last part in another video?,25,0.204,Request for more explanation,2025-12-21 05:59:30.934340,vid_o3phj071,user_2d1yga0i
2561,Please explain the example with a quick demo?,3,0.132,Request for more explanation,2025-12-27 13:10:16.934340,vid_v7w7q3d5,user_dmgu4swd
2562,This part is unclear: the term you used at that timestamp. (2561),10,-0.363,Confusion about topic,2026-01-08 04:19:20.934340,vid_pbrxa0d8,user_5wc8az58
2563,I'm confused about the definition you said.,3,-0.335,Confusion about topic,2025-12-30 00:37:47.934340,vid_takc437a,user_ojxug4qv
2564,I wish you explained the takeaway with a diagram?,1041,0.227,Request for more explanation,2025-12-11 04:43:20.934340,vid_sfxz9hhm,user_gulgurjk
2565,Super clear for real. (2564),3,0.917,Positive feedback / praise,2025-11-26 06:25:25.934340,vid_5wkauxgi,user_v8plq7rr
2566,"Wait, what is the example is supposed to mean.",6,-0.215,Confusion about topic,2026-02-08 07:36:57.934340,vid_lumqw4cz,user_99jirr1v
2567,This helped me you made it click. (2566),3,0.706,Positive feedback / praise,2026-02-12 02:17:39.934340,vid_521s8nju,user_5v7pn2dc
2568,Great explanation saved me hours. (2567),18,0.347,Positive feedback / praise,2026-01-02 10:37:46.934340,vid_kft1f1bt,user_43j8q2tn
2569,Love this simple and clear. (2568),23,0.329,Positive feedback / praise,2026-02-03 18:23:04.934340,vid_6hh8zqbu,user_vft4n47z
2570,Amazing breakdown I've seen on this topic. (2569),7,0.769,Positive feedback / praise,2025-11-21 17:57:55.934340,vid_f45ntuq7,user_t4fba0k4
2571,Could you expand on the main idea with a diagram?,9,-0.051,Request for more explanation,2025-12-02 01:47:15.934340,vid_swpmu6gy,user_dfg34osf
2572,Best video you made it click. (2571),2,0.779,Positive feedback / praise,2026-01-11 13:00:06.934340,vid_roxi4zjb,user_1u31r8jw
2573,Is there proof a real effect for everyone?,6,-0.649,Skepticism / credibility concern,2025-12-30 14:33:05.934340,vid_lrssuy6k,user_htthqd58
2574,I got lost at REM vs deep sleep in practice.,9,-0.174,Confusion about topic,2025-11-25 03:48:54.934340,vid_az7bxxqm,user_wkcqikra
2575,In my experience sleep cycles is a big variable.,161,0.112,General discussion,2025-12-18 23:14:44.934340,vid_bcxbn9vb,user_bbnapek2
2576,Great explanation this is gold. (2575),3,0.541,Positive feedback / praise,2025-12-10 20:55:55.934340,vid_68saht65,user_ud5pe8i7
2577,I'm confused about REM vs deep sleep in practice.,45,-0.055,Confusion about topic,2026-01-30 14:42:05.934340,vid_bbrk998f,user_3127nsex
2578,Would you clarify the logic in another video?,27,0.212,Request for more explanation,2025-12-09 18:11:50.934340,vid_ofw1g4yr,user_hxq8ta8r
2579,I might be missing REM vs deep sleep you said.,12,-0.333,Confusion about topic,2025-11-27 23:41:29.934340,vid_066ntmx5,user_qdz4m3jq
2580,What does the difference between stages at that timestamp.,62,-0.079,Confusion about topic,2026-01-09 05:20:47.934340,vid_grqb7ukl,user_5pl5juw9
2581,Can someone explain the example you said.,14,-0.012,Confusion about topic,2026-01-01 04:31:52.934340,vid_awnuotsq,user_rdcuj2oo
2582,I'm confused about the transition at that timestamp.,14,-0.056,Confusion about topic,2025-12-08 08:43:39.934340,vid_eimbyy9j,user_q6kxayfv
2583,Side thought: exercise is tricky to optimize.,9,0.044,General discussion,2026-01-30 00:27:01.934340,vid_ho7sxczg,user_ypaoebq6
2584,Can you break down this step in plain language?,35,0.189,Request for more explanation,2026-02-12 04:45:14.934340,vid_7vp6gdgy,user_wvujwywd
2585,I've noticed routine changes is what worked for me.,30,0.388,General discussion,2025-12-05 07:12:49.934340,vid_87qthqua,user_qfwq8tw0
2586,Interesting point about routine changes is key for results.,5,0.469,General discussion,2025-12-28 09:22:48.934340,vid_6spbyfxl,user_5wd2y2gs
2587,In my experience habits is key for results.,2,0.162,General discussion,2025-12-09 01:50:16.934340,vid_6f65jzlo,user_ee9vp6qh
2588,Great explanation for real. (2587),7,0.697,Positive feedback / praise,2026-01-08 21:17:21.934340,vid_ku0man5s,user_wzwn5qxb
2589,Where's the a real effect or just a theory?,4,-0.516,Skepticism / credibility concern,2026-01-03 21:13:41.934340,vid_nw6i51wg,user_wdgrw5hx
2590,Really appreciate this this is gold. (2589),8,0.305,Positive feedback / praise,2025-12-26 05:25:10.934340,vid_l621v2zv,user_xl3mm184
2591,Can you break down the logic in another video?,35,0.025,Request for more explanation,2025-12-13 23:45:02.934340,vid_9hdex4e2,user_h7tt2djy
2592,Finally get it I've seen on this topic. (2591),5,0.579,Positive feedback / praise,2026-01-27 22:14:17.934340,vid_mi1aa6po,user_goqadddp
2593,This helped me I've seen on this topic. (2592),9,0.549,Positive feedback / praise,2026-01-19 06:28:37.934340,vid_m373cjm7,user_ncybtjll
2594,What does the difference between stages in this context.,10,-0.308,Confusion about topic,2026-01-15 21:51:43.934340,vid_kw3spks3,user_e6f7pp5k
2595,Love this this is gold. (2594),23,0.967,Positive feedback / praise,2026-02-02 22:20:03.934340,vid_37j5ze5l,user_b94b49rp
2596,Please explain the logic in plain language?,1,0.059,Request for more explanation,2025-11-23 08:16:57.934340,vid_ajcjg5u5,user_nf07gw8h
2597,Great explanation saved me hours. (2596),5,0.64,Positive feedback / praise,2026-02-10 08:57:14.934340,vid_lkfsyv2h,user_f9mvi6nq
2598,Still unsure about the difference step by step?,11,0.181,Request for more explanation,2025-12-19 05:27:55.934340,vid_m1h9xvok,user_radudbw5
2599,Amazing breakdown thank you. (2598),34,0.319,Positive feedback / praise,2025-12-09 02:16:26.934340,vid_ajdl93hl,user_ssr2p5e5
2600,Can you break down the logic with a diagram?,5,-0.049,Request for more explanation,2026-01-11 02:29:04.934340,vid_cxjpo95a,user_s5bf7zbe
2601,Can you break down the takeaway in another video?,1,0.237,Request for more explanation,2026-01-16 01:21:42.934340,vid_tdj7xhaz,user_jp7y41f1
2602,Is there proof accurate in practice?,18,-0.449,Skepticism / credibility concern,2026-01-22 07:47:54.934340,vid_f3vun9cq,user_c6qywlm7
2603,Exactly what I needed simple and clear. (2602),4,0.358,Positive feedback / praise,2025-12-16 16:53:28.934340,vid_gzduupm8,user_3ev880e9
2604,Amazing breakdown you made it click. (2603),2,0.708,Positive feedback / praise,2026-01-03 00:16:08.934340,vid_nojetz8s,user_7nabuo97
2605,Could you expand on the process with a simple analogy?,5,0.253,Request for more explanation,2025-11-23 05:04:19.934340,vid_um6zv606,user_0uchsa21
2606,I need more detail on the method with a quick demo? (2605),7,-0.011,Request for more explanation,2026-01-18 01:17:40.934340,vid_1zv5e8tw,user_8wfnyyrb
2607,Great explanation for real. (2606),5,0.63,Positive feedback / praise,2026-01-11 06:22:52.934340,vid_gesnx1np,user_hqs60a4m
2608,It also depends on consistency made a big difference.,1,0.101,General discussion,2026-02-08 21:53:31.934340,vid_hdwtjq42,user_bf35b5mg
2609,Can someone explain the example exactly means.,24,-0.285,Confusion about topic,2026-01-07 11:14:51.934340,vid_wnuc5zao,user_5ozv4hks
2610,Would you clarify this step a bit more slowly? (2609),37,0.172,Request for more explanation,2025-12-21 16:58:57.934340,vid_mn6a1l9h,user_5ue0aa7e
2611,Would you clarify the process with a diagram?,18,0.068,Request for more explanation,2025-11-30 17:48:28.934340,vid_oop7sl1j,user_kkzon2v1
2612,Interesting point about sleep cycles can vary a lot.,3,0.022,General discussion,2025-11-20 07:40:05.934340,vid_eix1w2g8,user_fsl7plw3
2613,Can you break down the example with context?,7,0.115,Request for more explanation,2026-01-28 08:20:45.934340,vid_raxv2dfc,user_ykmv1pub
2614,Would you clarify the process in plain language? (2613),9,0.061,Request for more explanation,2025-12-06 15:39:59.934340,vid_8kbnkoj1,user_4yimgecj
2615,Please explain the example with context?,17,0.125,Request for more explanation,2026-01-07 13:20:34.934340,vid_vt4v7d4r,user_sy2wlkpq
2616,Really appreciate this simple and clear. (2615),19,0.475,Positive feedback / praise,2026-01-27 04:45:40.934340,vid_ibcrcgoh,user_dq8t0req
2617,Amazing breakdown you nailed it. (2616),4,0.401,Positive feedback / praise,2026-01-07 19:58:27.934340,vid_j8gl7pjd,user_7l8ziuxf
2618,Best video you nailed it. (2617),10,0.58,Positive feedback / praise,2026-01-19 05:36:18.934340,vid_16dupwdp,user_0w36w91k
2619,Please explain the difference in another video?,15,-0.021,Request for more explanation,2025-12-23 18:51:49.934340,vid_ekmw2c9j,user_dhb3pv5r
2620,Has this been backed by data for everyone?,45,-0.652,Skepticism / credibility concern,2026-01-02 00:02:50.934340,vid_2smnp574,user_u81ufzg5
2621,In my experience consistency is worth testing.,20,-0.251,General discussion,2025-11-22 16:51:55.934340,vid_j926swhi,user_cj1tuxcs
2622,In my experience sleep cycles seems underrated.,21,0.486,General discussion,2025-12-17 12:05:07.934340,vid_bz3k0c0z,user_l7jba1se
2623,Still confused about the difference between stages exactly means.,10,-0.283,Confusion about topic,2025-12-21 15:52:33.934340,vid_24e4hwy3,user_0i7k26es
2624,What does REM vs deep sleep for beginners.,43,-0.185,Confusion about topic,2026-01-08 11:12:25.934340,vid_ohvvaszx,user_ngdll1ng
2625,Could you expand on the example with real examples?,14,-0.003,Request for more explanation,2025-12-09 00:58:29.934340,vid_skubh0y8,user_qdsc46ec
2626,"Wait, what is the term you used in practice.",4,-0.381,Confusion about topic,2026-01-25 05:26:00.934340,vid_nd2ylxdy,user_qjqb5q8i
2627,Can you break down the difference a bit more slowly?,42,0.228,Request for more explanation,2025-12-02 01:57:09.934340,vid_qpty5x7i,user_vd827y1u
2628,Still confused about the definition is supposed to mean.,19,-0.27,Confusion about topic,2026-01-12 23:50:23.934340,vid_atmysjje,user_2lf9ryr6
2629,Interesting point about habits matters more than I expected.,6,0.134,General discussion,2025-12-10 21:47:07.934340,vid_fsrdkdes,user_iagy9ndc
2630,Exactly what I needed thank you. (2629),5,0.56,Positive feedback / praise,2026-01-14 06:07:21.934340,vid_qo62g7j0,user_5z3m5twl
2631,Can someone explain the formula in the video.,13,-0.165,Confusion about topic,2026-02-08 02:11:31.934340,vid_f8ske5nt,user_3f2hspud
2632,Do we have scientifically proven in a study?,15,-0.371,Skepticism / credibility concern,2026-02-14 10:28:17.934340,vid_xybz9m7s,user_wdu4r799
2633,Could you walk through the difference in another video?,11,0.243,Request for more explanation,2025-11-29 03:48:05.934340,vid_ae5i9eq5,user_eivywrjm
2634,Can someone explain the term you used in practice.,13,-0.227,Confusion about topic,2025-12-04 07:51:36.934340,vid_qftsgqol,user_9h9lbzgb
2635,Can you show the main idea with real examples?,59,0.236,Request for more explanation,2025-12-27 07:27:16.934340,vid_3wsp5240,user_6ea7k9px
2636,I got lost at the difference between stages in the video.,29,-0.131,Confusion about topic,2026-01-21 03:36:09.934340,vid_sfkrg76p,user_viav1uag
2637,I tried this and stress levels is what worked for me.,11,-0.184,General discussion,2025-12-08 19:26:54.934340,vid_zexbs913,user_fy946enx
2638,Could you walk through the difference with real examples?,25,0.016,Request for more explanation,2025-12-09 09:17:17.934340,vid_s7kw56aw,user_dbnbc2kh
2639,I wish you explained the logic with numbers?,3,0.1,Request for more explanation,2025-12-18 05:07:44.934340,vid_f0tcukco,user_gqxf3p9w
2640,I got lost at the point here right there.,14,-0.216,Confusion about topic,2026-01-28 15:37:05.934340,vid_zuowvkty,user_oiht5dac
2641,Please explain the main idea with numbers?,66,-0.09,Request for more explanation,2025-12-28 20:48:24.934340,vid_qyvzulnb,user_je8a2kep
2642,One thing I'd add is stress levels can vary a lot.,7,0.35,General discussion,2025-12-03 18:20:32.934340,vid_4x5aibdx,user_9wjs8sbw
2643,Best video so much. (2642),4,0.497,Positive feedback / praise,2026-01-30 12:01:04.934340,vid_htf29u8u,user_t8pcge6v
2644,In my experience exercise can be counterintuitive.,4,-0.386,General discussion,2025-12-14 10:21:13.934340,vid_rivwuqqe,user_iny2ejr1
2645,Quick note: exercise is worth testing.,3,-0.411,General discussion,2026-02-05 14:29:26.934340,vid_a0s3e34r,user_lk8t6eqj
2646,Do we have real for most people?,4,-0.773,Skepticism / credibility concern,2026-01-01 10:39:13.934340,vid_ae624sgr,user_yqp31q25
2647,I might be missing the difference between stages in practice.,6,-0.209,Confusion about topic,2026-02-15 20:14:23.934340,vid_33m467rw,user_ursr0stp
2648,Great explanation you made it click. (2647),2,0.621,Positive feedback / praise,2025-11-30 22:53:56.934340,vid_k2mmtc0o,user_895srzw9
2649,What does REM vs deep sleep right there.,9,-0.194,Confusion about topic,2025-12-13 23:49:35.934340,vid_bt5at9hn,user_q7u2akn4
2650,Exactly what I needed keep these coming. (2649),24,0.372,Positive feedback / praise,2025-12-21 23:08:24.934340,vid_unhlkq4w,user_w9l6h6ou
2651,Still unsure about the logic with numbers? (2650),3,0.08,Request for more explanation,2026-01-25 08:19:00.934340,vid_21hreurb,user_9sbgb35w
2652,I need more detail on the method in plain language?,48,0.299,Request for more explanation,2025-12-06 23:36:51.934340,vid_lu6n7aft,user_c8fvw3jz
